city,sector,orders_per_week,avg_weight_kg,business_model,pct_ultra_urgent,pct_same_day,pct_next_day,peak_hours,avg_distance_km,current_provider,curr_time_hr,curr_cost_aed,fail_rate_band,tracking_sat,delay_churn,eta_importance,fuel_pain,prem_fast_pct,top_pain,stops_per_route,traffic_level,dispatch_day,vehicle_type,fuel_price,cost_threshold_aedkm,time_value_aed,wage_share_pct,maint_cost_aedkm,fuel_strategy,overall_csat,renew_intent,nps,switch_past,repeat_speed_impact,trust_ai,ai_dashboard_influence,choose_speed_equalcost,ai_worry,ai_cost_saving_est,growth_pct_nextyr,expand_timeline,launch_zone_pref,season_peaks,beta_opt_in,api_integration,returns_pct,co2_importance,analytics_usage,contract_term_pref
Abu Dhabi,Pharma & Med-supplies,27.0,1.93,B2C,6.5,31.3,62.2,"6-9 AM,3-6 PM",33.4,Competitor B,21.8,60.99,5-10 %,4.0,3.0,3.0,4.0,2.8,Billing errors,2.0,Heavy,Weekends,Mix,2.92,3.87,10.36,42.0,1.15,Switch provider,5.0,2.0,8.0,Yes,3.0,3.0,4.0,4.0,None,4.0,32.4,No plans,Abu Dhabi suburbs,"Ramadan,Back-to-School",No,Yes,1.8,4.0,5.0,6 months
Dubai,Manufacturing,130.0,3.14,B2B,26.0,48.5,25.5,12-3 PM,2.6,Competitor B,15.0,149.19,5-10 %,2.0,4.0,5.0,3.0,5.3,Delay,3.0,Moderate,Weekdays,N/A,3.09,4.44,11.26,32.9,0.74,Raise delivery fee,3.0,4.0,9.0,No,4.0,4.0,4.0,3.0,None,15.1,0.8,12 mo+,Dubai core,"Eid,Back-to-School,Year-end",Yes,No,37.6,2.0,4.0,Month-to-month
Dubai,Other,40.0,4.32,Both,31.5,38.0,30.5,3-6 PM,31.2,Competitor A,9.3,38.14,1-3 %,2.0,3.0,5.0,3.0,4.5,Delay,4.0,Heavy,Weekdays,Van,3.34,2.5,4.73,33.4,0.79,Absorb cost,3.0,2.0,10.0,Yes,5.0,4.0,5.0,26.36510145001764,Driver adoption,17.7,39.6,12 mo+,Abu Dhabi suburbs,,Yes,No,37.3,5.0,4.0,6 months
Abu Dhabi,Food-delivery,39.0,2.33,B2C,27.1,51.7,21.2,"6-9 PM,6-9 AM,3-6 PM",18.4,In-house,19.7,28.64,5-10 %,5.0,5.0,4.0,2.0,13.3,Billing errors,2.0,Light,Equally both,N/A,3.39,4.78,20.44,34.9,0.73,Switch provider,2.0,5.0,6.0,Yes,4.0,4.0,5.0,4.0,None,20.4,18.3,6 mo,Sharjah industrial,,No,Yes,24.4,3.0,5.0,6 months
Abu Dhabi,Grocery/Retail,20.0,2.4,B2C,11.2,50.2,38.6,"6-9 PM,12-3 PM,3-6 PM",37.1,In-house,26.3,13.51,1-3 %,3.0,5.0,5.0,2.0,27.472173464102077,Delay,6.0,Heavy,Equally both,Van,2.83,3.57,9.39,29.9,0.44,Absorb cost,4.0,3.0,10.0,No,36.83241097328366,4.0,5.0,5.0,Data privacy,12.5,19.0,12 mo+,Sharjah industrial,,No,No,26.9,3.0,4.0,1 year
Abu Dhabi,Food-delivery,14.0,1.44,B2C,23.5,51.0,25.5,"3-6 PM,6-9 PM,9 AM-12",53.2,Competitor B,7.1,40.87,<1 %,2.0,4.0,3.0,4.0,10.4,Poor support,3.0,Moderate,Weekdays,N/A,2.95,4.17,5.68,20.8,0.9,Reduce service area,1.0,5.0,3.0,No,4.0,4.0,4.0,4.0,Data privacy,2.6,17.7,12 mo+,Dubai core,Back-to-School,Yes,No,25.8,4.0,4.0,Month-to-month
Sharjah,E-commerce,60.0,0.59,B2B,4.7,87.3,8.1,"12-3 PM,3-6 PM,6-9 AM",8.3,Fetchr,23.4,33.85,3-5 %,4.0,5.0,3.0,4.0,16.8,Delay,2.0,Moderate,Weekends,Mix,2.97,4.96,9.87,36.6,0.95,Reduce service area,3.0,4.0,10.0,No,3.0,4.0,5.0,4.0,Driver adoption,18.7,22.8,6 mo,Northern Emirates,"Ramadan,Year-end",Yes,Yes,9.6,1.0,4.0,1 year
Abu Dhabi,Grocery/Retail,33.0,2.65,B2B,42.9,37.3,19.9,"6-9 PM,9 AM-12,6-9 AM",21.1,Competitor A,19.1,27.68,5-10 %,4.0,5.0,5.0,3.0,12.4,Poor support,6.0,Heavy,Weekdays,Van,3.29,4.61,10.4,25.6,0.76,Absorb cost,3.0,5.0,9.0,No,5.0,2.0,3.0,5.0,Data privacy,8.3,3.8,No plans,Dubai core,,No,Yes,3.6,4.0,4.0,2+ years
Abu Dhabi,Other,10.0,3.58,B2B,10.9,72.3,16.8,"9 AM-12,3-6 PM",41.6,Other,18.0,32.78,1-3 %,3.0,2.0,4.0,3.0,11.9,Cost overruns,7.0,Heavy,Weekends,Truck,3.0,2.71,23.82,43.7,0.94,Switch provider,4.0,4.0,5.0,No,5.0,5.0,1.0,4.0,None,1.1,8.2,12 mo+,Sharjah industrial,"Ramadan,Year-end,Back-to-School",No,Yes,14.7,3.0,4.0,1 year
Abu Dhabi,Pharma & Med-supplies,28.0,1.72,B2C,21.2,71.7,7.1,12-3 PM,31.2,Other,25.6,10.06,5-10 %,5.0,2.0,5.0,2.0,2.5,Cost overruns,9.0,Moderate,Weekdays,N/A,3.15,5.48,5.94,24.8,1.1,Absorb cost,4.0,1.0,8.0,No,3.0,2.0,4.0,4.0,Data privacy,3.9,18.7,3 mo,Dubai core,DSF,No,No,24.8,4.0,5.0,6 months
Dubai,Other,39.0,7.59,B2C,7.6,79.5,12.9,"6-9 AM,6-9 PM",52.2,Competitor B,39.1,8.88,1-3 %,5.0,5.0,5.0,1.0,9.1,Delay,4.0,Moderate,Weekdays,Van,3.26,4.62,15.97,35.5,0.74,Raise delivery fee,4.0,4.0,10.0,No,4.0,1.0,5.0,4.0,Data privacy,15.0,1.2,No plans,Northern Emirates,,No,No,21.9,4.0,4.0,2+ years
Dubai,E-commerce,3.0,1.77,B2B,6.1,28.2,65.7,"12-3 PM,6-9 AM",54.2,Aramex,18.2,59.29,>10 %,4.0,3.0,5.0,3.0,12.3,Cost overruns,5.0,Heavy,Weekdays,Truck,3.12,5.46,14.95,25.6,0.55,Switch provider,4.0,5.0,8.0,No,4.0,4.0,5.0,5.0,Data privacy,6.1,13.9,6 mo,Sharjah industrial,,Yes,No,39.8,3.0,5.0,2+ years
Dubai,E-commerce,9.0,5.74,B2C,34.2,32.1,33.7,6-9 AM,20.0,In-house,17.7,9.04,<1 %,5.0,5.0,16.491981372560254,3.0,6.7,Poor support,8.0,Heavy,Weekdays,Van,2.83,4.57,31.67,23.0,1.01,Absorb cost,4.0,4.0,5.0,Yes,3.0,3.0,3.0,2.0,Data privacy,6.8,6.3,6 mo,Dubai core,Ramadan,No,No,52.0,4.0,5.0,6 months
Dubai,Grocery/Retail,26.0,4.27,B2C,100.0,49.6,34.5,9 AM-12,14.0,Aramex,10.6,13.05,5-10 %,3.0,5.0,4.0,2.0,5.0,Billing errors,3.0,Moderate,Weekdays,Bike,2.97,3.58,3.68,26.4,0.94,Raise delivery fee,3.0,5.0,1.0,No,4.0,4.0,5.0,3.0,Data privacy,13.6,7.6,6 mo,Sharjah industrial,,Yes,No,22.0,4.0,4.0,6 months
Dubai,Other,4.0,12.25,B2C,35.2,46.5,18.3,"3-6 PM,12-3 PM",13.7,Aramex,9.4,15.37,3-5 %,4.0,5.0,3.0,3.0,18.7,Delay,4.0,Moderate,Equally both,N/A,3.01,4.32,12.39,51.3,0.91,Raise delivery fee,3.0,2.0,6.0,Yes,4.0,5.0,2.0,4.0,Tech failures,16.8,19.5,6 mo,Abu Dhabi suburbs,DSF,Yes,Yes,0.7,4.0,5.0,6 months
Ajman,Pharma & Med-supplies,4.0,4.59,B2B,31.4,35.1,33.5,"6-9 AM,9 AM-12,6-9 PM",45.6,Other,19.3,38.31,<1 %,5.0,2.0,1.0,5.0,5.8,Delay,10.0,Moderate,Weekdays,Van,3.38,4.06,11.84,35.4,0.3,Raise delivery fee,3.0,5.0,9.0,Yes,4.0,26.393175199119998,4.0,5.0,Tech failures,4.5,14.5,6 mo,Dubai core,"Ramadan,DSF",Yes,Yes,16.0,4.0,3.0,1 year
Dubai,Food-delivery,16.0,1.39,Both,29.7,38.8,31.5,12-3 PM,38.6,Aramex,8.8,126.35,1-3 %,3.0,3.0,4.0,5.0,17.2,Delay,7.0,Moderate,Weekdays,Van,3.11,3.86,8.69,23.0,0.92,Absorb cost,5.0,3.0,5.0,No,5.0,4.0,2.0,3.0,Tech failures,2.2,26.0,12 mo+,Sharjah industrial,None,No,No,19.9,4.0,2.0,Month-to-month
Dubai,E-commerce,29.0,6.25,B2C,22.6,12.8,64.6,9 AM-12,29.7,Competitor A,24.4,29.17,1-3 %,5.0,3.0,5.0,3.0,9.6,Delay,6.0,Moderate,Weekdays,Mix,3.17,6.07,8.39,18.1,0.96,Reduce service area,4.0,1.0,7.0,No,4.0,3.0,5.0,2.0,Data privacy,20.9,20.5,6 mo,Dubai core,"Back-to-School,DSF",Yes,Yes,23.3,5.0,3.0,6 months
Dubai,Manufacturing,30.0,9.19,B2C,8.3,70.6,21.1,"6-9 AM,6-9 PM,3-6 PM",23.9,In-house,9.3,19.76,5-10 %,5.0,4.0,4.0,3.0,6.7,Billing errors,5.0,Moderate,Weekdays,Van,3.26,3.89,18.29,45.0,0.81,Reduce service area,4.0,2.0,1.0,No,5.0,5.0,5.0,4.0,Tech failures,11.1,23.7,3 mo,Abu Dhabi suburbs,Back-to-School,No,Yes,17.2,4.0,5.0,6 months
Dubai,Grocery/Retail,71.0,1.15,B2C,22.8,19.2,58.0,"6-9 PM,3-6 PM,6-9 AM",34.4,Competitor B,33.8,68.09,3-5 %,1.0,5.0,5.0,3.0,4.6,Poor support,5.0,Moderate,Weekdays,Van,2.88,6.76,8.45,27.8,0.44,Switch provider,3.0,4.0,0.0,No,3.0,5.0,5.0,5.0,Tech failures,9.2,23.2,3 mo,Dubai core,,No,Yes,11.2,5.0,5.0,2+ years
Abu Dhabi,E-commerce,21.0,4.87,Both,5.2,44.6,50.2,6-9 PM,26.5,Other,17.2,15.61,1-3 %,4.0,3.0,4.0,2.0,13.0,Billing errors,9.0,Heavy,Weekdays,Mix,2.82,4.77,7.31,26.1,0.62,Raise delivery fee,5.0,3.0,8.0,No,4.0,4.0,5.0,4.0,None,12.9,22.5,No plans,Dubai core,"Eid,Year-end",Yes,No,49.0,4.0,4.0,6 months
Abu Dhabi,Manufacturing,14.0,5.56,B2C,8.2,36.4,55.5,9 AM-12,18.3,Competitor A,12.0,47.55,3-5 %,2.0,4.0,5.0,2.0,17.8,Delay,1.0,Moderate,Weekends,Van,3.12,4.48,20.28,39.4,0.89,Raise delivery fee,4.0,4.0,4.0,Yes,2.0,5.0,1.0,2.0,Tech failures,23.5,5.9,No plans,Dubai core,"DSF,Back-to-School,Year-end",No,Yes,27.5,2.0,4.0,6 months
Sharjah,Manufacturing,7.0,2.92,B2B,12.2,77.0,10.8,"9 AM-12,12-3 PM,6-9 AM",57.1,Aramex,6.7,38.49,1-3 %,3.0,5.0,4.0,1.0,16.0,Cost overruns,7.0,Moderate,Weekends,Van,3.34,4.95,5.64,19.4,0.95,Switch provider,5.0,5.0,3.0,Yes,2.0,4.0,3.0,5.0,Data privacy,6.2,9.4,12 mo+,Abu Dhabi suburbs,Year-end,No,No,25.8,3.0,4.0,2+ years
Abu Dhabi,Grocery/Retail,14.0,0.78,B2B,14.3,61.6,24.1,"12-3 PM,6-9 PM",10.6,Aramex,6.5,19.94,1-3 %,3.0,5.0,4.0,2.0,11.9,Delay,4.0,Moderate,Weekdays,Bike,3.25,4.43,2.07,42.0,0.58,Reduce service area,5.0,2.0,6.0,No,4.0,2.0,5.0,3.0,Tech failures,8.5,30.5,12 mo+,Northern Emirates,,No,Yes,6.4,4.0,4.0,Month-to-month
Dubai,E-commerce,35.0,2.78,B2B,4.8,30.4,64.8,12-3 PM,44.1,Other,16.6,29.35,<1 %,3.0,5.0,3.0,2.0,6.5,Cost overruns,3.0,Moderate,Weekdays,Mix,3.12,2.5,20.6,38.9,0.69,Raise delivery fee,3.0,4.0,2.0,Yes,5.0,4.0,3.0,4.0,Tech failures,12.8,24.0,No plans,Abu Dhabi suburbs,"Year-end,Ramadan,DSF",Yes,Yes,14.3,4.0,4.0,1 year
Sharjah,E-commerce,36.0,2.34,B2C,5.6,54.9,39.6,3-6 PM,11.0,In-house,25.3,37.67,5-10 %,5.0,5.0,4.0,3.0,12.9,Delay,6.0,Moderate,Weekends,Bike,2.95,4.1,2.68,42.7,0.6,Absorb cost,3.0,3.0,8.0,No,4.0,4.0,4.0,3.0,None,16.6,21.7,6 mo,Abu Dhabi suburbs,"DSF,Year-end",No,No,12.2,4.0,5.0,Month-to-month
Dubai,Other,24.0,8.31,B2C,16.1,60.6,23.3,"9 AM-12,6-9 PM",30.2,Fetchr,5.9,22.45,1-3 %,1.0,3.0,5.0,3.0,12.7,Poor support,7.0,Heavy,Weekdays,Bike,3.13,3.96,10.4,36.7,1.21,Absorb cost,4.0,5.0,7.0,No,4.0,5.0,3.0,4.0,Driver adoption,4.0,25.5,No plans,Dubai core,"Eid,Back-to-School",Yes,Yes,26.2,4.0,5.0,1 year
Dubai,Electronics,31.0,3.15,B2B,9.1,40.6,50.3,"12-3 PM,9 AM-12",54.1,Aramex,19.5,28.18,5-10 %,5.0,3.0,4.0,1.0,5.5,Cost overruns,4.0,Moderate,Weekends,Bike,2.82,3.5,11.45,36.8,0.48,Reduce service area,3.0,5.0,7.0,No,5.0,4.0,4.0,5.0,None,2.7,23.4,6 mo,Sharjah industrial,,Yes,Yes,35.3,4.0,4.0,Month-to-month
Dubai,Food-delivery,55.0,2.59,B2B,33.1,54.0,13.0,6-9 PM,42.3,Competitor A,16.0,37.62,>10 %,1.0,4.0,4.0,2.0,10.8,Poor support,4.0,Moderate,Weekdays,Truck,3.39,4.62,38.74,37.0,0.9,Raise delivery fee,5.0,5.0,10.0,No,5.0,5.0,5.0,4.0,Data privacy,19.8,100.0,12 mo+,Dubai core,,Yes,Yes,30.4,2.0,4.0,2+ years
Sharjah,Electronics,21.0,2.34,B2C,4.2,48.9,46.9,"3-6 PM,9 AM-12,6-9 PM",26.3,Aramex,24.8,46.41,3-5 %,3.0,3.0,5.0,1.0,9.4,Billing errors,7.0,Moderate,Equally both,Bike,3.0,5.82,14.59,43.5,1.13,Reduce service area,5.0,5.0,1.0,No,5.0,4.0,2.0,5.0,Tech failures,14.9,10.7,12 mo+,Northern Emirates,,Yes,Yes,11.5,5.0,5.0,Month-to-month
Abu Dhabi,Food-delivery,59.0,4.04,B2C,26.5,62.4,11.1,"6-9 PM,6-9 AM",7.0,Aramex,18.8,11.35,<1 %,2.0,5.0,4.0,1.0,4.0,Cost overruns,7.0,Moderate,Weekdays,Van,3.25,3.72,15.05,28.9,1.17,Absorb cost,1.0,4.0,1.0,No,5.0,2.0,4.0,4.0,Driver adoption,10.9,19.9,6 mo,Abu Dhabi suburbs,Back-to-School,Yes,No,10.7,5.0,3.0,Month-to-month
Dubai,E-commerce,11.0,3.44,Both,31.5,53.9,14.6,6-9 PM,11.8,Competitor B,18.2,30.07,3-5 %,3.0,3.0,3.0,2.0,14.7,Delay,6.0,Moderate,Weekdays,Mix,3.08,4.07,7.66,25.3,1.29,Absorb cost,4.0,2.0,8.0,No,4.0,3.0,4.0,3.0,None,5.6,4.0,12 mo+,Dubai core,"Year-end,Eid",No,No,23.1,5.0,4.0,6 months
Abu Dhabi,Grocery/Retail,18.0,2.07,B2C,34.9,29.9,35.2,"12-3 PM,6-9 PM,9 AM-12",32.5,In-house,14.5,20.34,5-10 %,5.0,1.0,5.0,3.0,9.4,Delay,13.0,Moderate,Weekdays,Truck,3.2,2.99,4.19,21.8,1.05,Switch provider,3.0,10.975429877971631,9.0,No,3.0,4.0,5.0,5.0,Data privacy,5.4,28.3,No plans,Dubai core,"Eid,Ramadan,Year-end",Yes,Yes,29.9,4.0,5.0,6 months
Dubai,Electronics,13.0,3.89,B2B,10.9,48.3,40.8,"9 AM-12,6-9 AM,3-6 PM",19.8,Competitor A,15.3,69.86,5-10 %,5.0,4.0,5.0,3.0,11.8,Damaged goods,7.0,Heavy,Weekdays,Van,2.96,2.73,7.88,26.9,1.02,Reduce service area,2.0,3.0,0.0,No,3.0,4.0,3.0,4.0,Driver adoption,10.1,21.2,3 mo,Dubai core,"Eid,Ramadan",Yes,Yes,22.8,5.0,5.0,6 months
Abu Dhabi,E-commerce,37.0,2.38,B2C,22.7,58.2,19.1,6-9 PM,16.4,Competitor A,11.1,30.13,3-5 %,1.0,5.0,4.0,3.0,11.7,Cost overruns,6.0,Heavy,Equally both,Bike,3.19,5.09,2.63,44.9,0.87,Switch provider,4.0,2.0,9.0,No,5.0,3.0,4.0,2.0,Data privacy,12.9,27.5,6 mo,Dubai core,"Eid,Year-end,Back-to-School",No,Yes,33.4,5.0,3.0,Month-to-month
Dubai,E-commerce,8.0,0.7,B2C,9.6,37.1,53.3,"3-6 PM,12-3 PM,9 AM-12",3.6,In-house,9.0,27.83,1-3 %,2.0,3.0,5.497327124186752,5.0,7.7,Cost overruns,6.0,Heavy,Weekdays,Mix,2.82,4.98,4.74,26.1,0.77,Reduce service area,5.0,4.0,3.0,Yes,5.0,5.0,4.0,5.0,Tech failures,15.1,24.5,6 mo,Dubai core,Year-end,Yes,No,25.3,2.0,4.0,2+ years
Dubai,Electronics,15.0,4.96,B2C,39.7,100.0,40.5,"3-6 PM,6-9 PM",19.1,Aramex,11.5,73.35,>10 %,2.0,4.0,2.0,2.0,22.3,Damaged goods,4.0,Heavy,Weekdays,Mix,2.92,4.61,37.36,37.0,0.9,Absorb cost,4.0,4.0,3.0,Yes,3.0,4.0,4.0,4.0,Driver adoption,12.1,23.0,3 mo,Dubai core,Back-to-School,No,Yes,2.8,3.0,5.0,1 year
Dubai,Food-delivery,4.0,4.68,B2C,9.1,73.2,17.6,"6-9 AM,9 AM-12",24.9,Aramex,8.7,15.12,1-3 %,5.0,5.0,4.0,4.0,6.0,Poor support,5.0,Moderate,Equally both,N/A,2.77,6.25,19.79,33.0,0.72,Raise delivery fee,4.0,1.0,9.0,No,4.0,1.0,4.0,1.0,Data privacy,18.4,9.0,12 mo+,Sharjah industrial,"DSF,Year-end",No,Yes,43.4,4.0,5.0,Month-to-month
Abu Dhabi,Electronics,32.0,3.74,Both,23.9,44.2,31.9,9 AM-12,16.1,Other,9.9,32.81,3-5 %,1.0,4.0,3.0,2.0,20.3,Billing errors,5.0,Moderate,Weekdays,Van,2.77,4.63,10.67,46.9,0.45,Switch provider,3.0,4.0,0.0,No,5.0,3.0,4.0,3.0,Tech failures,6.8,18.5,No plans,Northern Emirates,,Yes,No,46.1,5.0,4.0,1 year
Dubai,E-commerce,54.0,2.55,B2B,12.3,34.4,53.3,"12-3 PM,6-9 AM,3-6 PM",24.0,Competitor B,19.8,22.7,3-5 %,1.0,4.0,4.0,4.0,5.3,Delay,10.0,Moderate,Weekdays,Mix,3.24,4.77,5.39,33.7,1.0,Switch provider,4.0,4.0,3.0,No,2.0,4.0,3.0,2.0,Tech failures,6.1,12.7,12 mo+,Sharjah industrial,"Back-to-School,Ramadan,DSF",No,Yes,4.3,2.0,5.0,6 months
Dubai,Other,41.0,3.18,B2B,18.9,56.5,24.7,"6-9 AM,12-3 PM,9 AM-12",17.9,Fetchr,7.8,100.11,1-3 %,1.0,1.0,4.0,4.0,1.9,Billing errors,6.0,Heavy,Weekends,Van,3.13,6.16,7.97,16.9,1.15,Absorb cost,4.0,4.0,1.0,Yes,4.0,4.0,2.0,4.0,Tech failures,6.4,29.7,6 mo,Dubai core,,Yes,Yes,55.6,1.0,1.0,1 year
Dubai,E-commerce,38.0,5.43,B2B,13.1,69.9,17.0,6-9 AM,38.2,Competitor B,11.8,17.87,>10 %,1.0,3.0,4.0,2.0,10.2,Billing errors,7.0,Moderate,Weekdays,Van,3.05,6.1,19.91,30.9,0.64,Raise delivery fee,1.0,5.0,4.0,Yes,5.0,4.0,3.0,3.0,Driver adoption,10.8,26.1,6 mo,Northern Emirates,,Yes,No,10.7,3.0,4.0,6 months
Fujairah,E-commerce,39.0,2.27,Both,15.3,48.8,35.9,"9 AM-12,6-9 PM",21.5,In-house,6.1,31.82,3-5 %,1.0,2.0,4.0,4.0,11.6,Delay,3.0,Heavy,Equally both,Van,2.97,2.96,7.06,38.2,0.75,Raise delivery fee,3.0,5.0,4.0,No,5.0,5.0,4.0,3.0,None,12.1,26.6,No plans,Abu Dhabi suburbs,,Yes,No,36.8,2.0,5.0,1 year
RAK,Other,35.0,5.56,B2C,43.0,36.8,20.2,"12-3 PM,6-9 AM,6-9 PM",20.2,Competitor B,10.9,29.14,>10 %,4.0,3.0,3.0,1.0,1.2,Delay,4.0,Light,Weekdays,Bike,3.17,3.05,7.14,26.8,1.21,Raise delivery fee,4.0,3.0,4.0,Yes,4.0,2.0,2.0,5.0,Data privacy,9.8,26.4,No plans,Northern Emirates,"Ramadan,Year-end",No,No,34.9,3.0,4.0,1 year
Abu Dhabi,Manufacturing,32.0,1.37,B2B,43.9,31.3,24.8,"9 AM-12,12-3 PM,6-9 AM",21.9,Aramex,24.0,29.67,5-10 %,2.0,5.0,5.0,3.0,17.0,Cost overruns,7.0,Moderate,Equally both,Bike,3.44,3.88,10.76,59.5,0.88,Raise delivery fee,5.0,5.0,2.0,Yes,4.0,21.114540159296,3.0,4.0,Driver adoption,2.8,16.5,No plans,Dubai core,,Yes,Yes,36.5,3.0,5.0,Month-to-month
Dubai,Other,34.0,3.67,B2B,30.0,24.0,46.1,6-9 PM,16.4,Competitor A,12.7,68.98,1-3 %,5.0,4.0,4.0,1.0,1.6,Delay,2.0,Light,Weekdays,Mix,2.79,3.56,14.4,16.4,0.7,Raise delivery fee,3.0,4.0,3.0,No,4.0,3.0,4.0,3.0,Tech failures,12.0,19.9,No plans,Abu Dhabi suburbs,None,No,Yes,14.5,3.0,4.0,Month-to-month
Fujairah,Food-delivery,11.0,3.37,B2B,5.4,78.4,16.2,"6-9 PM,9 AM-12",48.2,Aramex,7.2,45.3,>10 %,3.0,3.0,3.0,3.0,12.1,Delay,2.0,Moderate,Weekdays,Mix,2.94,3.05,3.77,33.7,0.72,Reduce service area,5.0,4.0,3.0,No,4.0,4.0,5.0,3.0,Tech failures,4.9,21.9,3 mo,Dubai core,"Back-to-School,Eid,Ramadan",No,Yes,23.7,4.0,3.0,6 months
Sharjah,Electronics,17.0,6.06,B2C,4.4,45.4,50.2,"6-9 AM,3-6 PM,9 AM-12",15.3,Aramex,11.4,32.07,1-3 %,5.0,4.0,3.0,3.0,4.0,Damaged goods,5.0,Heavy,Equally both,Van,2.9,4.24,3.72,22.9,0.56,Raise delivery fee,4.0,4.0,1.0,Yes,5.0,4.0,4.0,4.0,Tech failures,13.5,16.3,12 mo+,Dubai core,"Back-to-School,Eid,Year-end",Yes,Yes,3.4,4.0,4.0,6 months
Sharjah,E-commerce,21.0,1.91,B2C,16.6,37.1,46.3,3-6 PM,38.9,Other,10.8,47.56,>10 %,1.0,4.0,4.0,4.0,10.2,Poor support,6.0,Moderate,Equally both,Van,3.18,3.32,2.4,33.9,0.89,Switch provider,3.0,3.0,4.0,Yes,3.0,4.0,5.0,5.0,Tech failures,92.84018285854567,12.9,6 mo,Dubai core,"Ramadan,Year-end,Eid",Yes,Yes,20.5,3.0,4.0,Month-to-month
Dubai,Pharma & Med-supplies,15.0,2.04,B2C,24.8,44.0,31.2,6-9 PM,13.4,Competitor B,9.7,31.94,1-3 %,4.0,4.0,4.0,1.0,2.3,Cost overruns,4.0,Moderate,Weekdays,N/A,3.18,5.11,10.12,21.8,0.6,Switch provider,5.0,4.0,7.0,Yes,2.0,4.0,3.0,5.0,Data privacy,10.4,21.7,3 mo,Dubai core,Ramadan,Yes,Yes,74.8,3.0,3.0,Month-to-month
Dubai,Other,5.0,1.44,B2C,13.6,68.0,18.3,"12-3 PM,9 AM-12",75.0,Competitor B,15.1,13.3,3-5 %,1.0,3.0,2.0,4.0,5.8,Delay,4.0,Moderate,Weekends,Van,3.06,3.33,4.31,27.7,1.08,Raise delivery fee,3.0,4.0,6.0,No,3.0,3.0,4.0,4.0,Driver adoption,4.9,16.8,No plans,Northern Emirates,DSF,Yes,No,45.2,3.0,3.0,1 year
Dubai,Food-delivery,7.0,2.36,Both,27.7,49.4,23.0,"12-3 PM,6-9 AM",129.9,Fetchr,10.1,36.48,3-5 %,3.0,5.0,3.0,4.0,11.3,Damaged goods,6.0,Light,Equally both,Mix,2.92,4.0,9.85,17.3,0.83,Reduce service area,4.0,4.0,5.0,No,4.0,4.0,3.0,5.0,Tech failures,8.9,17.8,No plans,Dubai core,None,Yes,Yes,14.7,5.0,4.0,Month-to-month
RAK,Pharma & Med-supplies,24.0,3.87,B2C,23.4,58.9,17.7,"6-9 AM,9 AM-12",32.5,Competitor B,13.3,168.84,1-3 %,4.0,5.0,5.0,1.0,7.2,Cost overruns,1.0,Heavy,Weekdays,Van,3.26,5.35,15.76,18.4,0.52,Absorb cost,2.0,4.0,4.0,No,4.0,4.0,4.0,4.0,Data privacy,3.8,18.8,6 mo,Sharjah industrial,,No,No,46.0,4.0,3.0,Month-to-month
Abu Dhabi,Pharma & Med-supplies,41.0,1.13,Both,16.7,54.2,29.0,"9 AM-12,6-9 AM,12-3 PM",35.4,Competitor A,8.4,49.23,1-3 %,2.0,4.0,3.0,4.0,9.4,Cost overruns,4.0,Light,Weekdays,Van,2.95,4.32,6.19,28.0,0.74,Absorb cost,4.0,4.0,10.0,No,5.0,2.0,4.0,4.0,Tech failures,10.4,14.2,12 mo+,Dubai core,"Eid,DSF,Year-end",Yes,No,20.8,4.0,4.0,2+ years
Dubai,E-commerce,20.0,2.55,B2C,0.7,65.1,34.2,6-9 PM,23.0,Other,18.0,17.23,<1 %,3.0,4.0,3.0,3.0,17.3,Billing errors,5.0,Light,Weekdays,Van,3.11,4.84,2.43,28.0,0.77,Reduce service area,4.0,2.0,10.0,Yes,4.0,5.0,4.0,5.0,Data privacy,6.6,17.4,6 mo,Dubai core,"Back-to-School,Year-end,DSF",Yes,No,5.9,1.0,5.0,1 year
Dubai,Pharma & Med-supplies,183.0,4.79,B2C,17.6,69.7,12.7,6-9 PM,25.6,Competitor A,28.7,10.33,<1 %,4.0,4.0,5.0,2.0,8.8,Damaged goods,3.0,Light,Weekends,Van,2.84,4.92,8.58,22.5,0.78,Reduce service area,5.0,4.0,4.0,Yes,2.0,2.0,4.0,1.0,Data privacy,6.5,21.3,12 mo+,Dubai core,Eid,Yes,Yes,5.2,5.0,5.0,6 months
Abu Dhabi,Food-delivery,9.0,3.12,B2C,2.2,48.4,49.3,6-9 AM,13.8,Competitor B,10.0,18.16,5-10 %,3.0,4.0,4.0,3.0,7.5,Damaged goods,3.0,Moderate,Weekdays,Van,2.98,4.29,5.96,31.0,0.49,Switch provider,4.0,3.0,4.0,Yes,1.0,3.0,2.0,5.0,Tech failures,12.8,30.5,6 mo,Dubai core,,Yes,Yes,3.7,4.0,4.0,1 year
Dubai,E-commerce,28.0,3.47,Both,14.0,33.0,53.0,"6-9 PM,9 AM-12",12.0,Competitor A,12.1,17.95,1-3 %,2.0,5.0,3.0,5.0,6.6,Delay,4.0,Heavy,Weekdays,Van,2.85,4.46,17.0,30.0,1.02,Raise delivery fee,1.0,5.0,0.0,Yes,4.0,5.0,4.0,3.0,Tech failures,4.2,22.8,12 mo+,Dubai core,None,No,No,5.4,4.0,4.0,6 months
